,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
4031210,SR 138 @ TAYLOR RD,SR 138 @ WINDEREMERE DR,33.544686,-84.402735,33.546832,-84.407822,0.328
4031211,SR 138 @ WINDEREMERE DR,SR 138 @ SR 85,33.54684,-84.408245,33.548697,-84.413055,0.305
4031212,SR 138 @ WINDEREMERE DR,SR 138 @ SR 85,33.54684,-84.408245,33.548816,-84.41292,0.302
4031213,SR 138 @ WINDEREMERE DR,SR 138 @ SR 85,33.546832,-84.407822,33.548697,-84.413055,0.328
4031214,SR 138 @ WINDEREMERE DR,SR 138 @ SR 85,33.546832,-84.407822,33.548816,-84.41292,0.324
4031215,SR 138 @ SR 85,SR 85 @ SR 138,33.548697,-84.413055,33.54868,-84.415002,0.112
4031216,SR 138 @ SR 85,SR 85 @ SR 138,33.548697,-84.413055,33.551062,-84.41443,0.182
4031217,SR 138 @ SR 85,SR 85 @ SR 138,33.548816,-84.41292,33.54868,-84.415002,0.12
4031218,SR 138 @ SR 85,SR 85 @ SR 138,33.548816,-84.41292,33.551062,-84.41443,0.178
4031221,SR 85 @ ROUNTREE RD,CHURCH ST @ BETHSAIDA RD,33.553918,-84.414249,33.560604,-84.416968,0.488
4031222,SR 85 @ ROUNTREE RD,CHURCH ST @ BETHSAIDA RD,33.553918,-84.414249,33.561217,-84.416755,0.525
4047998,GOLDSMITH PARK & RIDE,MEMORIAL DR @ N HAIRSTON RD,33.810884,-84.183177,33.802714,-84.192805,0.79
4047999,GOLDSMITH PARK & RIDE,MEMORIAL DR @ N HAIRSTON RD,33.810884,-84.183177,33.802002,-84.194387,0.889
4048000,MEMORIAL DR @ N HAIRSTON RD,MEMORIAL DR @ HAMBRICK RD,33.802714,-84.192805,33.801198,-84.206687,0.804
4048001,MEMORIAL DR @ N HAIRSTON RD,MEMORIAL DR @ HAMBRICK RD,33.802714,-84.192805,33.800911,-84.205372,0.732
4048002,MEMORIAL DR @ N HAIRSTON RD,MEMORIAL DR @ HAMBRICK RD,33.802002,-84.194387,33.801198,-84.206687,0.708
4048003,MEMORIAL DR @ N HAIRSTON RD,MEMORIAL DR @ HAMBRICK RD,33.802002,-84.194387,33.800911,-84.205372,0.635
4048004,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ 5158 (MEMORIAL BEND SC),33.801198,-84.206687,33.797243,-84.224025,1.032
4048005,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ 5158 (MEMORIAL BEND SC),33.800911,-84.205372,33.797243,-84.224025,1.101
4048006,MEMORIAL DR @ 5158 (MEMORIAL BEND SC),MEMORIAL DR @ 4988 (GPTC - NORTH ENTRANCE),33.797243,-84.224025,33.791397,-84.229589,0.515
4048007,MEMORIAL DR @ 4988 (GPTC - NORTH ENTRANCE),MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.791397,-84.229589,33.788646,-84.2322,0.242
4048008,MEMORIAL DR @ 4988 (GPTC - NORTH ENTRANCE),MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.791397,-84.229589,33.788056,-84.232299,0.278
4048009,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,MEMORIAL DR @ NORTHERN AVE,33.788646,-84.2322,33.776903,-84.244361,1.071
4048010,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,MEMORIAL DR @ NORTHERN AVE,33.788056,-84.232299,33.776903,-84.244361,1.036
4048011,MEMORIAL DR @ NORTHERN AVE,KENSINGTON STATION,33.776903,-84.244361,33.772764,-84.252151,0.531
4048012,MEMORIAL DR @ NORTHERN AVE,KENSINGTON STATION,33.776903,-84.244361,33.772647,-84.251607,0.51
4048013,MEMORIAL DR @ NORTHERN AVE,KENSINGTON STATION,33.776903,-84.244361,33.772472,-84.252236,0.546
4048030,JULIETTE RD @ 1551,JULIETTE RD @ WOOD BEND DR (N),33.826211,-84.176822,33.823976,-84.179874,0.234
4048031,JULIETTE RD @ WOOD BEND DR (N),JULIETTE RD @ TREE MOUNTAIN PKWY,33.823976,-84.179874,33.821111,-84.180092,0.198
4048032,JULIETTE RD @ WOOD BEND DR (N),JULIETTE RD @ TREE MOUNTAIN PKWY,33.823976,-84.179874,33.821118,-84.179923,0.197
4048033,JULIETTE RD @ TREE MOUNTAIN PKWY,JULIETTE RD @ WOOD BEND DR (S),33.821111,-84.180092,33.817504,-84.181018,0.255
4048034,JULIETTE RD @ TREE MOUNTAIN PKWY,JULIETTE RD @ WOOD BEND DR (S),33.821118,-84.179923,33.817504,-84.181018,0.257
4048035,JULIETTE RD @ WOOD BEND DR (S),E PONCE DE LEON AVE @ JULIETTE RD,33.817504,-84.181018,33.816001,-84.181837,0.114
4048036,JULIETTE RD @ WOOD BEND DR (S),E PONCE DE LEON AVE @ JULIETTE RD,33.817504,-84.181018,33.816246,-84.181656,0.094
4048305,KENSINGTON STATION,MEMORIAL DR @ CAMP RD,33.772764,-84.252151,33.776458,-84.244387,0.514
4048306,KENSINGTON STATION,MEMORIAL DR @ CAMP RD,33.772647,-84.251607,33.776458,-84.244387,0.491
4048307,KENSINGTON STATION,MEMORIAL DR @ CAMP RD,33.772472,-84.252236,33.776458,-84.244387,0.528
4048308,MEMORIAL DR @ CAMP RD,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.776458,-84.244387,33.788646,-84.2322,1.095
4048309,MEMORIAL DR @ CAMP RD,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.776458,-84.244387,33.788056,-84.232299,1.06
4048310,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,MEMORIAL DR @ 5019 (GPTC - NORTH ENTRANCE),33.788646,-84.2322,33.792099,-84.228539,0.318
4048311,MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,MEMORIAL DR @ 5019 (GPTC - NORTH ENTRANCE),33.788056,-84.232299,33.792099,-84.228539,0.353
4048312,MEMORIAL DR @ 5019 (GPTC - NORTH ENTRANCE),MEMORIAL DR @ 5211 (STONEMONT VILLAGE SC),33.792099,-84.228539,33.797448,-84.223177,0.481
4048313,MEMORIAL DR @ 5211 (STONEMONT VILLAGE SC),MEMORIAL DR @ HAMBRICK RD,33.797448,-84.223177,33.801198,-84.206687,0.982
4048314,MEMORIAL DR @ 5211 (STONEMONT VILLAGE SC),MEMORIAL DR @ HAMBRICK RD,33.797448,-84.223177,33.800911,-84.205372,1.05
4048315,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ LAUREN PKWY,33.801198,-84.206687,33.800491,-84.196982,0.559
4048316,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ LAUREN PKWY,33.801198,-84.206687,33.800453,-84.196202,0.604
4048317,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ LAUREN PKWY,33.800911,-84.205372,33.800491,-84.196982,0.483
4048318,MEMORIAL DR @ HAMBRICK RD,MEMORIAL DR @ LAUREN PKWY,33.800911,-84.205372,33.800453,-84.196202,0.527
4048319,MEMORIAL DR @ LAUREN PKWY,MEMORIAL DR @ N HAIRSTON RD,33.800491,-84.196982,33.802714,-84.192805,0.285
4048320,MEMORIAL DR @ LAUREN PKWY,MEMORIAL DR @ N HAIRSTON RD,33.800491,-84.196982,33.802002,-84.194387,0.182
4048321,MEMORIAL DR @ LAUREN PKWY,MEMORIAL DR @ N HAIRSTON RD,33.800453,-84.196202,33.802714,-84.192805,0.25
4048322,MEMORIAL DR @ LAUREN PKWY,MEMORIAL DR @ N HAIRSTON RD,33.800453,-84.196202,33.802002,-84.194387,0.149
4048323,MEMORIAL DR @ N HAIRSTON RD,GOLDSMITH PARK & RIDE,33.802714,-84.192805,33.810884,-84.183177,0.79
4048324,MEMORIAL DR @ N HAIRSTON RD,GOLDSMITH PARK & RIDE,33.802002,-84.194387,33.810884,-84.183177,0.889
4048325,GOLDSMITH PARK & RIDE,E PONCE DE LEON AVE @ JULIETTE RD,33.810884,-84.183177,33.816001,-84.181837,0.362
4048326,GOLDSMITH PARK & RIDE,E PONCE DE LEON AVE @ JULIETTE RD,33.810884,-84.183177,33.816246,-84.181656,0.381
4048327,E PONCE DE LEON AVE @ JULIETTE RD,JULIETTE RD @ STONE MILL WAY,33.816001,-84.181837,33.818004,-84.180571,0.156
4048328,E PONCE DE LEON AVE @ JULIETTE RD,JULIETTE RD @ STONE MILL WAY,33.816246,-84.181656,33.818004,-84.180571,0.137
4048329,JULIETTE RD @ STONE MILL WAY,JULIETTE RD @ TREE MOUNTAIN PKWY,33.818004,-84.180571,33.821111,-84.180092,0.216
4048330,JULIETTE RD @ STONE MILL WAY,JULIETTE RD @ TREE MOUNTAIN PKWY,33.818004,-84.180571,33.821118,-84.179923,0.218
4048331,JULIETTE RD @ TREE MOUNTAIN PKWY,JULIETTE RD @ STONE MILL DR,33.821111,-84.180092,33.824286,-84.179569,0.221
4048332,JULIETTE RD @ TREE MOUNTAIN PKWY,JULIETTE RD @ STONE MILL DR,33.821118,-84.179923,33.824286,-84.179569,0.22
4048333,JULIETTE RD @ STONE MILL DR,JULIETTE RD @ 1551,33.824286,-84.179569,33.826211,-84.176822,0.206
4049330,OAKLAND CITY STATION,ATLANTA METRO STATE COLLEGE,33.7173,-84.42503,33.710334,-84.404126,1.294
4049331,OAKLAND CITY STATION,ATLANTA METRO STATE COLLEGE,33.716978,-84.425138,33.710334,-84.404126,1.292
4049332,OAKLAND CITY STATION,ATLANTA METRO STATE COLLEGE,33.717407,-84.426301,33.710334,-84.404126,1.365
4049393,ATLANTA METRO STATE COLLEGE,CASPLAN ST @ METROPOLITAN PKWY,33.710334,-84.404126,33.707321,-84.407634,0.29
4049394,CASPLAN ST @ METROPOLITAN PKWY,METROPOLITAN PKWY SW @ CLAIRE DR SW,33.707321,-84.407634,33.710438,-84.408165,0.218
4049395,CASPLAN ST @ METROPOLITAN PKWY,METROPOLITAN PKWY SW @ CLAIRE DR SW,33.707321,-84.407634,33.710117,-84.407837,0.194
4049400,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.71201,-84.408019,33.7173,-84.42503,1.044
4049401,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.71201,-84.408019,33.716978,-84.425138,1.042
4049402,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.71201,-84.408019,33.717407,-84.426301,1.115
4049403,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.712053,-84.407715,33.7173,-84.42503,1.059
4049404,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.712053,-84.407715,33.716978,-84.425138,1.058
4049405,METROPOLITAN PKWY SW @ 1577,OAKLAND CITY STATION,33.712053,-84.407715,33.717407,-84.426301,1.13
4050002,JUSTICE CENTER BUS TRANSIT STATION,TARA BLVD @ DEPUTY RICK DALY MEMORIAL BLVD,33.505605,-84.360157,33.506622,-84.354412,0.338
4050003,TARA BLVD @ DEPUTY RICK DALY MEMORIAL BLVD,TARA BLVD @ WINDING WAY LN,33.506622,-84.354412,33.496109,-84.344089,0.939
4050004,TARA BLVD @ WINDING WAY LN,TARA BLVD @ SILVERSTONE DR,33.496109,-84.344089,33.491748,-84.342202,0.32
4050005,TARA BLVD @ SILVERSTONE DR,TARA BLVD @ MUNDYS MILL RD,33.491748,-84.342202,33.485445,-84.340336,0.449
4050006,TARA BLVD @ SILVERSTONE DR,TARA BLVD @ MUNDYS MILL RD,33.491748,-84.342202,33.487174,-84.340521,0.331
4050007,TARA BLVD @ MUNDYS MILL RD,TARA BLVD @ COMMERCIAL CT,33.485445,-84.340336,33.477718,-84.338125,0.549
4050008,TARA BLVD @ MUNDYS MILL RD,TARA BLVD @ COMMERCIAL CT,33.487174,-84.340521,33.477718,-84.338125,0.668
4050009,TARA BLVD @ COMMERCIAL CT,TARA BLVD @ TARA RD,33.477718,-84.338125,33.47291,-84.336824,0.341
4050010,TARA BLVD @ COMMERCIAL CT,TARA BLVD @ TARA RD,33.477718,-84.338125,33.474163,-84.33677,0.258
4050011,TARA BLVD @ TARA RD,TARA BLVD @ FLICKER RD,33.47291,-84.336824,33.469176,-84.336087,0.261
4050012,TARA BLVD @ TARA RD,TARA BLVD @ FLICKER RD,33.474163,-84.33677,33.469176,-84.336087,0.347
4050013,TARA BLVD @ FLICKER RD,TARA BLVD @ BRIDGEPORT LN,33.469176,-84.336087,33.461636,-84.331526,0.584
4050014,TARA BLVD @ BRIDGEPORT LN,TARA BLVD @ WALDEN LANDING,33.461636,-84.331526,33.454437,-84.326815,0.567
4050015,TARA BLVD @ BRIDGEPORT LN,TARA BLVD @ WALDEN LANDING,33.461636,-84.331526,33.452109,-84.325927,0.733
4050016,TARA BLVD @ WALDEN LANDING,TARA BLVD @ 11121,33.454437,-84.326815,33.450574,-84.325815,0.273
4050017,TARA BLVD @ WALDEN LANDING,TARA BLVD @ 11121,33.452109,-84.325927,33.450574,-84.325815,0.106
4050018,TARA BLVD @ 11121,TARA BLVD @ WALMART WAY,33.450574,-84.325815,33.445196,-84.323815,0.389
4050019,TARA BLVD @ WALMART WAY,TARA BLVD @ LOVEJOY RD,33.445196,-84.323815,33.441121,-84.321855,0.303
4050020,TARA BLVD @ WALMART WAY,TARA BLVD @ LOVEJOY RD,33.445196,-84.323815,33.442411,-84.322007,0.219
4050021,TARA BLVD @ LOVEJOY RD,LOVEJOY RD @ REGISTRY BLVD,33.441121,-84.321855,33.441103,-84.323718,0.107
4050022,TARA BLVD @ LOVEJOY RD,LOVEJOY RD @ REGISTRY BLVD,33.442411,-84.322007,33.441103,-84.323718,0.134
4050023,LOVEJOY RD @ REGISTRY BLVD,LOVEJOY RD @ DLYNN CT,33.441103,-84.323718,33.441175,-84.326327,0.151
4050024,LOVEJOY RD @ DLYNN CT,LOVEJOY RD @ S GROVE DR,33.441175,-84.326327,33.441336,-84.331167,0.279
4050025,LOVEJOY RD @ S GROVE DR,LOVEJOY RD @ S GLEN ST,33.441336,-84.331167,33.441434,-84.334372,0.185
4050026,LOVEJOY RD @ S GLEN ST,LOVEJOY RD @ SUMMER TRCE,33.441434,-84.334372,33.441836,-84.340934,0.379
4050027,LOVEJOY RD @ SUMMER TRCE,LOVEJOY RD @ SUMMER CREEK DR,33.441836,-84.340934,33.442696,-84.344367,0.207
4050028,LOVEJOY RD @ SUMMER CREEK DR,PANHANDLE RD @ PANHANDLE DR,33.442696,-84.344367,33.445257,-84.342852,0.197
4050029,PANHANDLE RD @ PANHANDLE DR,PANHANDLE RD @ MCDONOUGH RD,33.445257,-84.342852,33.448848,-84.342723,0.248
4050030,PANHANDLE RD @ MCDONOUGH RD,MCDONOUGH RD @ MCDONOUGH CT,33.448848,-84.342723,33.448938,-84.339496,0.186
4050031,MCDONOUGH RD @ MCDONOUGH CT,MCDONOUGH RD @ WEEPING WILLOW PL,33.448938,-84.339496,33.448831,-84.33603,0.2
4050032,MCDONOUGH RD @ WEEPING WILLOW PL,MCDONOUGH RD @ JAMES MADISON DR,33.448831,-84.33603,33.448249,-84.33133,0.274
4050033,MCDONOUGH RD @ JAMES MADISON DR,MCDONOUGH RD @ TARA BLVD,33.448249,-84.33133,33.448195,-84.327118,0.243
4050034,MCDONOUGH RD @ TARA BLVD,MCDONOUGH RD @ HASTINGS BRIDGE RD,33.448195,-84.327118,33.448401,-84.320664,0.372
4050035,MCDONOUGH RD @ HASTINGS BRIDGE RD,MCDONOUGH RD @ BEL AIR BLVD,33.448401,-84.320664,33.450409,-84.31532,0.338
4050036,MCDONOUGH RD @ BEL AIR BLVD,E LOVEJOY RD @ MCDONOUGH RD,33.450409,-84.31532,33.452269,-84.310917,0.285
4050037,E LOVEJOY RD @ MCDONOUGH RD,E LOVEJOY RD @ BEL AIR BLVD,33.452269,-84.310917,33.449108,-84.312878,0.246
4050038,E LOVEJOY RD @ BEL AIR BLVD,E LOVEJOY RD @ HASTINGS BRIDGE RD,33.449108,-84.312878,33.442124,-84.314795,0.495
4050039,E LOVEJOY RD @ HASTINGS BRIDGE RD,HASTINGS BRIDGE RD @ GLEBE CT,33.442124,-84.314795,33.439383,-84.315142,0.19
4050040,HASTINGS BRIDGE RD @ GLEBE CT,TALMADGE RD @ LOVEJOY RD,33.439383,-84.315142,33.435981,-84.314471,0.238
4050041,TALMADGE RD @ LOVEJOY RD,TALMADGE RD @ WILLARDS WAY,33.435981,-84.314471,33.433296,-84.317487,0.254
4050042,TALMADGE RD @ WILLARDS WAY,TALMADGE RD @ TARA BLVD,33.433296,-84.317487,33.432372,-84.320177,0.168
4050043,TALMADGE RD @ TARA BLVD,TARA BLVD @ LOVEJOY RD,33.432372,-84.320177,33.441121,-84.321855,0.612
4050044,TALMADGE RD @ TARA BLVD,TARA BLVD @ LOVEJOY RD,33.432372,-84.320177,33.442411,-84.322007,0.702
4050045,TARA BLVD @ LOVEJOY RD,TARA  BLVD @ 11360,33.441121,-84.321855,33.444425,-84.323068,0.239
4050046,TARA BLVD @ LOVEJOY RD,TARA  BLVD @ 11360,33.442411,-84.322007,33.444425,-84.323068,0.152
4050047,TARA  BLVD @ 11360,TARA BLVD @ WALDEN LANDING,33.444425,-84.323068,33.454437,-84.326815,0.725
4050048,TARA  BLVD @ 11360,TARA BLVD @ WALDEN LANDING,33.444425,-84.323068,33.452109,-84.325927,0.556
4050049,TARA BLVD @ WALDEN LANDING,TARA BLVD @ TARA RD,33.454437,-84.326815,33.47291,-84.336824,1.401
4050050,TARA BLVD @ WALDEN LANDING,TARA BLVD @ TARA RD,33.454437,-84.326815,33.474163,-84.33677,1.479
4050051,TARA BLVD @ WALDEN LANDING,TARA BLVD @ TARA RD,33.452109,-84.325927,33.47291,-84.336824,1.568
4050052,TARA BLVD @ WALDEN LANDING,TARA BLVD @ TARA RD,33.452109,-84.325927,33.474163,-84.33677,1.647
4050053,TARA BLVD @ TARA RD,TARA BLVD @ MUNDYS MILL RD,33.47291,-84.336824,33.485445,-84.340336,0.889
4050054,TARA BLVD @ TARA RD,TARA BLVD @ MUNDYS MILL RD,33.47291,-84.336824,33.487174,-84.340521,1.008
4050055,TARA BLVD @ TARA RD,TARA BLVD @ MUNDYS MILL RD,33.474163,-84.33677,33.485445,-84.340336,0.806
4050056,TARA BLVD @ TARA RD,TARA BLVD @ MUNDYS MILL RD,33.474163,-84.33677,33.487174,-84.340521,0.925
4050057,TARA BLVD @ MUNDYS MILL RD,TARA BLVD @ BETTY TALMADGE AVE,33.485445,-84.340336,33.49251,-84.341996,0.497
4050058,TARA BLVD @ MUNDYS MILL RD,TARA BLVD @ BETTY TALMADGE AVE,33.487174,-84.340521,33.49251,-84.341996,0.378
4050059,TARA BLVD @ BETTY TALMADGE AVE,TARA BLVD @ AMERICAN LEGION WAY,33.49251,-84.341996,33.496423,-84.343882,0.291
4050060,TARA BLVD @ AMERICAN LEGION WAY,JUSTICE CENTER BUS TRANSIT STATION,33.496423,-84.343882,33.505605,-84.360157,1.132
4054604,KING MEMORIAL STATION - BAY A,BOULEVARD SE @ DECATUR ST SE,33.750167,-84.37519,33.751609,-84.371284,0.246
4054605,KING MEMORIAL STATION - BAY A,BOULEVARD SE @ DECATUR ST SE,33.750167,-84.37519,33.751761,-84.370838,0.273
4054606,BOULEVARD SE @ DECATUR ST SE,BOULEVARD SE @ EDGEWOOD AVE SE,33.751609,-84.371284,33.7542,-84.372111,0.185
4054607,BOULEVARD SE @ DECATUR ST SE,BOULEVARD SE @ EDGEWOOD AVE SE,33.751761,-84.370838,33.7542,-84.372111,0.184
4054608,BOULEVARD SE @ EDGEWOOD AVE SE,BOULEVARD NE @ OLD WHEAT ST NE,33.7542,-84.372111,33.756034,-84.372228,0.127
4054609,BOULEVARD SE @ EDGEWOOD AVE SE,BOULEVARD NE @ OLD WHEAT ST NE,33.7542,-84.372111,33.755851,-84.37208,0.114
4054610,BOULEVARD NE @ OLD WHEAT ST NE,BOULEVARD NE @ IRWIN ST NE,33.756034,-84.372228,33.757588,-84.372059,0.108
4054611,BOULEVARD NE @ OLD WHEAT ST NE,BOULEVARD NE @ IRWIN ST NE,33.756034,-84.372228,33.757686,-84.372135,0.114
4054612,BOULEVARD NE @ OLD WHEAT ST NE,BOULEVARD NE @ IRWIN ST NE,33.755851,-84.37208,33.757588,-84.372059,0.12
4054613,BOULEVARD NE @ OLD WHEAT ST NE,BOULEVARD NE @ IRWIN ST NE,33.755851,-84.37208,33.757686,-84.372135,0.127
4054614,BOULEVARD NE @ IRWIN ST NE,BOULEVARD NE @ FREEDOM PKWY NE,33.757588,-84.372059,33.759951,-84.371762,0.164
4054615,BOULEVARD NE @ IRWIN ST NE,BOULEVARD NE @ FREEDOM PKWY NE,33.757686,-84.372135,33.759951,-84.371762,0.158
4054616,BOULEVARD NE @ FREEDOM PKWY NE,BOULEVARD NE @ HIGHLAND AVE NE,33.759951,-84.371762,33.761696,-84.372073,0.122
4054617,BOULEVARD NE @ FREEDOM PKWY NE,BOULEVARD NE @ HIGHLAND AVE NE,33.759951,-84.371762,33.761139,-84.371857,0.082
4054618,BOULEVARD NE @ HIGHLAND AVE NE,BOULEVARD NE @ EAST AVE NE,33.761696,-84.372073,33.763031,-84.371879,0.093
4054619,BOULEVARD NE @ HIGHLAND AVE NE,BOULEVARD NE @ EAST AVE NE,33.761139,-84.371857,33.763031,-84.371879,0.131
4054620,BOULEVARD NE @ EAST AVE NE,BOULEVARD NE @ RALPH MCGILL BLVD NE,33.763031,-84.371879,33.764074,-84.372078,0.073
4054621,BOULEVARD NE @ EAST AVE NE,BOULEVARD NE @ RALPH MCGILL BLVD NE,33.763031,-84.371879,33.763851,-84.371856,0.057
4054622,BOULEVARD NE @ RALPH MCGILL BLVD NE,BOULEVARD NE @ ANGIER AVE NE,33.764074,-84.372078,33.766516,-84.372029,0.169
4054623,BOULEVARD NE @ RALPH MCGILL BLVD NE,BOULEVARD NE @ ANGIER AVE NE,33.764074,-84.372078,33.766221,-84.371785,0.149
4054624,BOULEVARD NE @ RALPH MCGILL BLVD NE,BOULEVARD NE @ ANGIER AVE NE,33.763851,-84.371856,33.766516,-84.372029,0.184
4054625,BOULEVARD NE @ RALPH MCGILL BLVD NE,BOULEVARD NE @ ANGIER AVE NE,33.763851,-84.371856,33.766221,-84.371785,0.164
4054626,BOULEVARD NE @ ANGIER AVE NE,BOULEVARD NE @ MORGAN ST NE,33.766516,-84.372029,33.768699,-84.371983,0.151
4054627,BOULEVARD NE @ ANGIER AVE NE,BOULEVARD NE @ MORGAN ST NE,33.766516,-84.372029,33.768672,-84.371767,0.15
4054628,BOULEVARD NE @ ANGIER AVE NE,BOULEVARD NE @ MORGAN ST NE,33.766221,-84.371785,33.768699,-84.371983,0.172
4054629,BOULEVARD NE @ ANGIER AVE NE,BOULEVARD NE @ MORGAN ST NE,33.766221,-84.371785,33.768672,-84.371767,0.169
4054630,BOULEVARD NE @ MORGAN ST NE,BOULEVARD NE @ NORTH AVE NE,33.768699,-84.371983,33.770869,-84.37191,0.15
4054631,BOULEVARD NE @ MORGAN ST NE,BOULEVARD NE @ NORTH AVE NE,33.768699,-84.371983,33.771077,-84.371665,0.165
4054632,BOULEVARD NE @ MORGAN ST NE,BOULEVARD NE @ NORTH AVE NE,33.768672,-84.371767,33.770869,-84.37191,0.152
4054633,BOULEVARD NE @ MORGAN ST NE,BOULEVARD NE @ NORTH AVE NE,33.768672,-84.371767,33.771077,-84.371665,0.166
4054634,BOULEVARD NE @ NORTH AVE NE,BOULEVARD NE @ PONCE DE LEON AVE NE,33.770869,-84.37191,33.772709,-84.371225,0.133
4054635,BOULEVARD NE @ NORTH AVE NE,BOULEVARD NE @ PONCE DE LEON AVE NE,33.771077,-84.371665,33.772709,-84.371225,0.116
4054636,BOULEVARD NE @ PONCE DE LEON AVE NE,MONROE DR NE @ PONCE DE LEON AVE NE,33.772709,-84.371225,33.774228,-84.370836,0.107
4054637,MONROE DR NE @ PONCE DE LEON AVE NE,MONROE DR NE @ SAINT CHARLES AVE NE,33.774228,-84.370836,33.775192,-84.370598,0.068
4054638,MONROE DR NE @ SAINT CHARLES AVE NE,MONROE DR NE @ GREENWOOD AVE NE,33.775192,-84.370598,33.777009,-84.370366,0.126
4054639,MONROE DR NE @ SAINT CHARLES AVE NE,MONROE DR NE @ GREENWOOD AVE NE,33.775192,-84.370598,33.776772,-84.370238,0.111
4054640,MONROE DR NE @ GREENWOOD AVE NE,MONROE DR NE @ VIRGINIA AVE NE,33.777009,-84.370366,33.78,-84.36912,0.219
4054641,MONROE DR NE @ GREENWOOD AVE NE,MONROE DR NE @ VIRGINIA AVE NE,33.776772,-84.370238,33.78,-84.36912,0.232
4054642,MONROE DR NE @ VIRGINIA AVE NE,MONROE DR NE @ COOLEDGE AVE NE,33.78,-84.36912,33.78249,-84.368364,0.177
4054643,MONROE DR NE @ COOLEDGE AVE NE,MONROE DR @ PARK DR,33.78249,-84.368364,33.78602,-84.36724,0.252
4054644,MONROE DR @ PARK DR,MONROE DR NE @ AMSTERDAM AVE NE,33.78602,-84.36724,33.78832,-84.36734,0.159
4054645,MONROE DR @ PARK DR,MONROE DR NE @ AMSTERDAM AVE NE,33.78602,-84.36724,33.7881,-84.36715,0.144
4054646,MONROE DR NE @ AMSTERDAM AVE NE,MONROE DR NE @ DUTCH VALLEY RD NE,33.78832,-84.36734,33.791678,-84.366917,0.233
4054647,MONROE DR NE @ AMSTERDAM AVE NE,MONROE DR NE @ DUTCH VALLEY RD NE,33.78832,-84.36734,33.791489,-84.367097,0.219
4054648,MONROE DR NE @ AMSTERDAM AVE NE,MONROE DR NE @ DUTCH VALLEY RD NE,33.7881,-84.36715,33.791678,-84.366917,0.248
4054649,MONROE DR NE @ AMSTERDAM AVE NE,MONROE DR NE @ DUTCH VALLEY RD NE,33.7881,-84.36715,33.791489,-84.367097,0.234
4054650,MONROE DR NE @ DUTCH VALLEY RD NE,MONROE DR NE @ YORKSHIRE RD NE,33.791678,-84.366917,33.795683,-84.367863,0.282
4054651,MONROE DR NE @ DUTCH VALLEY RD NE,MONROE DR NE @ YORKSHIRE RD NE,33.791678,-84.366917,33.7951,-84.367347,0.238
4054652,MONROE DR NE @ DUTCH VALLEY RD NE,MONROE DR NE @ YORKSHIRE RD NE,33.791489,-84.367097,33.795683,-84.367863,0.293
4054653,MONROE DR NE @ DUTCH VALLEY RD NE,MONROE DR NE @ YORKSHIRE RD NE,33.791489,-84.367097,33.7951,-84.367347,0.25
4054654,MONROE DR NE @ YORKSHIRE RD NE,MONROE DR NE @ PIEDMONT AVE NE,33.795683,-84.367863,33.797551,-84.369487,0.159
4054655,MONROE DR NE @ YORKSHIRE RD NE,MONROE DR NE @ PIEDMONT AVE NE,33.795683,-84.367863,33.797018,-84.368809,0.107
4054656,MONROE DR NE @ YORKSHIRE RD NE,MONROE DR NE @ PIEDMONT AVE NE,33.7951,-84.367347,33.797551,-84.369487,0.209
4054657,MONROE DR NE @ YORKSHIRE RD NE,MONROE DR NE @ PIEDMONT AVE NE,33.7951,-84.367347,33.797018,-84.368809,0.157
4054658,MONROE DR NE @ PIEDMONT AVE NE,MONROE DR NE @ 1605 (ANSLEY MALL),33.797551,-84.369487,33.798869,-84.370289,0.102
4054659,MONROE DR NE @ PIEDMONT AVE NE,MONROE DR NE @ 1605 (ANSLEY MALL),33.797018,-84.368809,33.798869,-84.370289,0.154
4054660,MONROE DR NE @ 1605 (ANSLEY MALL),MONROE DR NE @ 1705,33.798869,-84.370289,33.800677,-84.371791,0.152
4054661,MONROE DR NE @ 1605 (ANSLEY MALL),MONROE DR NE @ 1705,33.798869,-84.370289,33.801536,-84.372075,0.211
