,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
3025834,N DECATUR RD @ 2806,N DECATUR RD @ WINN WAY,33.793756,-84.27817,33.79247,-84.28145,0.208
3025835,N DECATUR RD @ 2806,N DECATUR RD @ WINN WAY,33.793756,-84.27817,33.7929,-84.2807,0.157
3025836,N DECATUR RD @ WINN WAY,RUFUS EVANS DR @ SYCAMORE DR,33.79247,-84.28145,33.790521,-84.285329,0.26
3025837,N DECATUR RD @ WINN WAY,RUFUS EVANS DR @ SYCAMORE DR,33.7929,-84.2807,33.790521,-84.285329,0.313
3025838,RUFUS EVANS DR @ SYCAMORE DR,EMORY DECATUR HOSPITAL,33.790521,-84.285329,33.790171,-84.282806,0.147
3025839,EMORY DECATUR HOSPITAL,CHURCH ST @ SYCAMORE DR,33.790171,-84.282806,33.791019,-84.285912,0.188
3025840,EMORY DECATUR HOSPITAL,CHURCH ST @ SYCAMORE DR,33.790171,-84.282806,33.790478,-84.286774,0.229
3026551,CHURCH ST @ SYCAMORE DR,SYCAMORE DR @ RUFUS EVANS DR,33.791019,-84.285912,33.790464,-84.285429,0.047
3026552,CHURCH ST @ SYCAMORE DR,SYCAMORE DR @ RUFUS EVANS DR,33.790478,-84.286774,33.790464,-84.285429,0.077
3026553,SYCAMORE DR @ RUFUS EVANS DR,EMORY DECATUR HOSPITAL,33.790464,-84.285429,33.790171,-84.282806,0.152
3026554,EMORY DECATUR HOSPITAL,RUFUS EVANS DR @ SYCAMORE DR,33.790171,-84.282806,33.790521,-84.285329,0.147
3026555,RUFUS EVANS DR @ SYCAMORE DR,CHURCH ST @ N DECATUR RD,33.790521,-84.285329,33.792033,-84.285253,0.105
3026556,CHURCH ST @ N DECATUR RD,N DECATUR RD @ WASH LIVELY CIR,33.792033,-84.285253,33.791979,-84.283468,0.103
3026557,N DECATUR RD @ WASH LIVELY CIR,N DECATUR RD @ WINN WAY,33.791979,-84.283468,33.79247,-84.28145,0.121
3026558,N DECATUR RD @ WASH LIVELY CIR,N DECATUR RD @ WINN WAY,33.791979,-84.283468,33.7929,-84.2807,0.171
3026559,N DECATUR RD @ WINN WAY,N DECATUR RD @ 2787,33.79247,-84.28145,33.793218,-84.279103,0.144
3026560,N DECATUR RD @ WINN WAY,N DECATUR RD @ 2787,33.7929,-84.2807,33.793218,-84.279103,0.094
3026561,N DECATUR RD @ 2787,DEKALB INDUSTRIAL WAY @ N DECATUR RD,33.793218,-84.279103,33.794017,-84.276638,0.152
3026562,N DECATUR RD @ 2787,DEKALB INDUSTRIAL WAY @ N DECATUR RD,33.793218,-84.279103,33.794455,-84.276614,0.167
3026572,LAWRENCEVILLE HWY @ JORDAN LN,N DRUID HILLS RD @ LAWRENCEVILLE HWY,33.801635,-84.279493,33.81057,-84.273753,0.7
3026573,LAWRENCEVILLE HWY @ JORDAN LN,N DRUID HILLS RD @ LAWRENCEVILLE HWY,33.801635,-84.279493,33.810243,-84.27348,0.688
3026574,N DRUID HILLS RD @ LAWRENCEVILLE HWY,NORTH DEKALB MALL,33.81057,-84.273753,33.810021,-84.277388,0.212
3026575,N DRUID HILLS RD @ LAWRENCEVILLE HWY,NORTH DEKALB MALL,33.810243,-84.27348,33.810021,-84.277388,0.225
3034846,LAWRENCEVILLE HWY @ HUGH HOWELL RD,LAVISTA RD @ LEHAVEN DR,33.853052,-84.2098,33.856812,-84.212698,0.308
3034847,LAWRENCEVILLE HWY @ HUGH HOWELL RD,LAVISTA RD @ LEHAVEN DR,33.851959,-84.210431,33.856812,-84.212698,0.36
3034848,LAVISTA RD @ LEHAVEN DR,LAVISTA RD @ MAIN ST,33.856812,-84.212698,33.855921,-84.214697,0.13
3034849,LAVISTA RD @ MAIN ST,CHAMBLEE TUCKER RD @ LAVISTA RD,33.855921,-84.214697,33.855867,-84.217386,0.154
3034850,CHAMBLEE TUCKER RD @ LAVISTA RD,CHAMBLEE TUCKER RD @ MORGAN RD,33.855867,-84.217386,33.856682,-84.217837,0.062
3034851,CHAMBLEE TUCKER RD @ LAVISTA RD,CHAMBLEE TUCKER RD @ MORGAN RD,33.855867,-84.217386,33.856781,-84.217946,0.071
3034852,CHAMBLEE TUCKER RD @ MORGAN RD,CHAMBLEE TUCKER RD @ BALL PARK DR,33.856682,-84.217837,33.857631,-84.218021,0.066
3034853,CHAMBLEE TUCKER RD @ MORGAN RD,CHAMBLEE TUCKER RD @ BALL PARK DR,33.856781,-84.217946,33.857631,-84.218021,0.059
3034854,CHAMBLEE TUCKER RD @ BALL PARK DR,CHAMBLEE TUCKER RD @ HANNAH RD,33.857631,-84.218021,33.860798,-84.219089,0.227
3034855,CHAMBLEE TUCKER RD @ HANNAH RD,CHAMBLEE TUCKER RD @ PARK DR,33.860798,-84.219089,33.863797,-84.218216,0.213
3034856,CHAMBLEE TUCKER RD @ PARK DR,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.863797,-84.218216,33.866259,-84.218096,0.17
3034857,CHAMBLEE TUCKER RD @ PARK DR,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.863797,-84.218216,33.866107,-84.217935,0.16
3034858,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ LIVSEY RD,33.866259,-84.218096,33.869435,-84.217112,0.227
3034859,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ LIVSEY RD,33.866259,-84.218096,33.868889,-84.217418,0.186
3034860,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ LIVSEY RD,33.866107,-84.217935,33.869435,-84.217112,0.235
3034861,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ LIVSEY RD,33.866107,-84.217935,33.868889,-84.217418,0.194
3034862,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ WEBB RD,33.869435,-84.217112,33.872971,-84.217304,0.245
3034863,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ WEBB RD,33.869435,-84.217112,33.872907,-84.217107,0.24
3034864,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ WEBB RD,33.868889,-84.217418,33.872971,-84.217304,0.282
3034865,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ WEBB RD,33.868889,-84.217418,33.872907,-84.217107,0.278
3034866,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ FONTANA CT,33.872971,-84.217304,33.874192,-84.217959,0.092
3034867,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ FONTANA CT,33.872971,-84.217304,33.874098,-84.217813,0.083
3034868,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ FONTANA CT,33.872907,-84.217107,33.874192,-84.217959,0.101
3034869,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ FONTANA CT,33.872907,-84.217107,33.874098,-84.217813,0.092
3034870,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ MENLO DR,33.874192,-84.217959,33.875378,-84.218084,0.082
3034871,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ MENLO DR,33.874192,-84.217959,33.875298,-84.218008,0.076
3034872,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ MENLO DR,33.874098,-84.217813,33.875378,-84.218084,0.09
3034873,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ MENLO DR,33.874098,-84.217813,33.875298,-84.218008,0.084
3034874,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ GLADNEY DR,33.875378,-84.218084,33.878386,-84.218395,0.209
3034875,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ GLADNEY DR,33.875378,-84.218084,33.878529,-84.218297,0.218
3034876,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ GLADNEY DR,33.875298,-84.218008,33.878386,-84.218395,0.215
3034877,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ GLADNEY DR,33.875298,-84.218008,33.878529,-84.218297,0.224
3034878,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ TUCKER NORCROSS RD,33.878386,-84.218395,33.880946,-84.219111,0.182
3034879,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ TUCKER NORCROSS RD,33.878529,-84.218297,33.880946,-84.219111,0.173
3034880,CHAMBLEE TUCKER RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.880946,-84.219111,33.882736,-84.219653,0.128
3034881,CHAMBLEE TUCKER RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.880946,-84.219111,33.882515,-84.219854,0.116
3034882,TUCKER NORCROSS RD @ BRITT RD,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.882736,-84.219653,33.884691,-84.221218,0.162
3034883,TUCKER NORCROSS RD @ BRITT RD,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.882736,-84.219653,33.884104,-84.22069,0.112
3034884,TUCKER NORCROSS RD @ BRITT RD,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.882515,-84.219854,33.884691,-84.221218,0.169
3034885,TUCKER NORCROSS RD @ BRITT RD,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.882515,-84.219854,33.884104,-84.22069,0.12
3034886,PLEASANTDALE RD @ TUCKER NORCROSS RD,PLEASANTDALE RD @ PLEASANT SHADE DR,33.884691,-84.221218,33.887216,-84.225364,0.295
3034887,PLEASANTDALE RD @ TUCKER NORCROSS RD,PLEASANTDALE RD @ PLEASANT SHADE DR,33.884691,-84.221218,33.88712,-84.225057,0.277
3034888,PLEASANTDALE RD @ TUCKER NORCROSS RD,PLEASANTDALE RD @ PLEASANT SHADE DR,33.884104,-84.22069,33.887216,-84.225364,0.344
3034889,PLEASANTDALE RD @ TUCKER NORCROSS RD,PLEASANTDALE RD @ PLEASANT SHADE DR,33.884104,-84.22069,33.88712,-84.225057,0.326
3034890,PLEASANTDALE RD @ PLEASANT SHADE DR,PLEASANTDALE RD @ SPRING HARBOUR DR,33.887216,-84.225364,33.889087,-84.22682,0.154
3034891,PLEASANTDALE RD @ PLEASANT SHADE DR,PLEASANTDALE RD @ SPRING HARBOUR DR,33.88712,-84.225057,33.889087,-84.22682,0.169
3034892,PLEASANTDALE RD @ SPRING HARBOUR DR,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.889087,-84.22682,33.890503,-84.227701,0.11
3034893,PLEASANTDALE RD @ SPRING HARBOUR DR,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.889087,-84.22682,33.89041,-84.22745,0.098
3034894,PLEASANTDALE RD @ PLEASANTDALE PKWY,PLEASANTDALE RD @ WASHINGTON WAY,33.890503,-84.227701,33.89192,-84.22878,0.116
3034895,PLEASANTDALE RD @ PLEASANTDALE PKWY,PLEASANTDALE RD @ WASHINGTON WAY,33.89041,-84.22745,33.89192,-84.22878,0.129
3034896,PLEASANTDALE RD @ WASHINGTON WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89192,-84.22878,33.89244,-84.23129,0.148
3034897,PLEASANTDALE RD @ WASHINGTON WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89192,-84.22878,33.89208,-84.22984,0.062
3034898,PLEASANTDALE RD @ WASHINGTON WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89192,-84.22878,33.89264,-84.23112,0.143
3034899,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ 3637,33.89244,-84.23129,33.89329,-84.23383,0.157
3034900,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ 3637,33.89208,-84.22984,33.89329,-84.23383,0.244
3034901,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ 3637,33.89264,-84.23112,33.89329,-84.23383,0.162
3034902,PLEASANTDALE RD @ 3637,PLEASANTDALE RD @ 3722,33.89329,-84.23383,33.894007,-84.235653,0.116
3034903,PLEASANTDALE RD @ 3637,PLEASANTDALE RD @ 3722,33.89329,-84.23383,33.894144,-84.235455,0.11
3034904,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3772,33.894007,-84.235653,33.89484,-84.23767,0.129
3034905,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3772,33.894007,-84.235653,33.89508,-84.237768,0.142
3034906,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3772,33.894144,-84.235455,33.89484,-84.23767,0.136
3034907,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3772,33.894144,-84.235455,33.89508,-84.237768,0.148
3034908,PLEASANTDALE RD @ 3772,PLEASANTDALE RD @ 3845,33.89484,-84.23767,33.895815,-84.241003,0.203
3034909,PLEASANTDALE RD @ 3772,PLEASANTDALE RD @ 3845,33.89508,-84.237768,33.895815,-84.241003,0.192
3034910,PLEASANTDALE RD @ 3845,PLEASANTDALE RD @ 4021,33.895815,-84.241003,33.89691,-84.24233,0.107
3034911,PLEASANTDALE RD @ 4021,PLEASANTDALE RD @ 4025,33.89691,-84.24233,33.898941,-84.24318,0.149
3034912,PLEASANTDALE RD @ 4025,PLEASANTDALE RD @ 4111,33.898941,-84.24318,33.902794,-84.244657,0.279
3034913,PLEASANTDALE RD @ 4111,OAKCLIFF RD @ PLEASANTDALE RD,33.902794,-84.244657,33.904523,-84.246577,0.162
3034914,PLEASANTDALE RD @ 4111,OAKCLIFF RD @ PLEASANTDALE RD,33.902794,-84.244657,33.904295,-84.247112,0.175
3034915,OAKCLIFF RD @ PLEASANTDALE RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.904523,-84.246577,33.903369,-84.247966,0.113
3034916,OAKCLIFF RD @ PLEASANTDALE RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.904523,-84.246577,33.903477,-84.247966,0.108
3034917,OAKCLIFF RD @ PLEASANTDALE RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.904295,-84.247112,33.903369,-84.247966,0.081
3034918,OAKCLIFF RD @ PLEASANTDALE RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.904295,-84.247112,33.903477,-84.247966,0.075
3034919,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ NORTHCREST RD,33.903369,-84.247966,33.901131,-84.250629,0.217
3034920,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ NORTHCREST RD,33.903369,-84.247966,33.901066,-84.250867,0.23
3034921,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ NORTHCREST RD,33.903477,-84.247966,33.901131,-84.250629,0.223
3034922,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ NORTHCREST RD,33.903477,-84.247966,33.901066,-84.250867,0.235
3034923,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.901131,-84.250629,33.902764,-84.253336,0.192
3034924,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.901131,-84.250629,33.902578,-84.253097,0.173
3034925,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.901066,-84.250867,33.902764,-84.253336,0.184
3034926,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.901066,-84.250867,33.902578,-84.253097,0.165
3034927,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ 3420,33.902764,-84.253336,33.903964,-84.254043,0.092
3034928,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ 3420,33.902578,-84.253097,33.903964,-84.254043,0.11
3034929,OAKCLIFF RD @ 3420,OAKCLIFF RD @ PIN OAK CIR,33.903964,-84.254043,33.906649,-84.254662,0.189
3034930,OAKCLIFF RD @ 3420,OAKCLIFF RD @ PIN OAK CIR,33.903964,-84.254043,33.906577,-84.254553,0.183
3034931,OAKCLIFF RD @ 3420,OAKCLIFF RD @ PIN OAK CIR,33.903964,-84.254043,33.91024,-84.259386,0.531
3034932,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ WINDSOR OAK DR,33.906649,-84.254662,33.910481,-84.259971,0.403
3034933,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ WINDSOR OAK DR,33.906577,-84.254553,33.910481,-84.259971,0.411
3034934,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ WINDSOR OAK DR,33.91024,-84.259386,33.910481,-84.259971,0.037
3034935,OAKCLIFF RD @ WINDSOR OAK DR,OAKCLIFF RD @ BUFORD HWY,33.910481,-84.259971,33.91108,-84.26247,0.149
3034936,OAKCLIFF RD @ BUFORD HWY,BUFORD HWY @ MCELROY RD,33.91108,-84.26247,33.906925,-84.269007,0.472
3034937,OAKCLIFF RD @ BUFORD HWY,BUFORD HWY @ MCELROY RD,33.91108,-84.26247,33.908698,-84.266926,0.304
3034938,OAKCLIFF RD @ BUFORD HWY,BUFORD HWY @ MCELROY RD,33.91108,-84.26247,33.909314,-84.266725,0.273
3034939,BUFORD HWY @ MCELROY RD,BUFORD HWY @ 5700,33.906925,-84.269007,33.9072,-84.269132,0.02
3034940,BUFORD HWY @ MCELROY RD,BUFORD HWY @ 5700,33.908698,-84.266926,33.9072,-84.269132,0.163
3034941,BUFORD HWY @ MCELROY RD,BUFORD HWY @ 5700,33.909314,-84.266725,33.9072,-84.269132,0.201
3034942,BUFORD HWY @ 5700,BUFORD HWY @ LONGMIRE,33.9072,-84.269132,33.905387,-84.271187,0.172
3034943,BUFORD HWY @ LONGMIRE,BUFORD HWY NE @ JESSE NORMAN WAY,33.905387,-84.271187,33.901407,-84.275993,0.389
3035014,PLEASANTDALE RD @ 4025,DAWSON BLVD NW @ RUTHERFORD GLEN CIR,33.898941,-84.24318,33.903095,-84.239558,0.354
3035015,DAWSON BLVD NW @ RUTHERFORD GLEN CIR,BUTTON GWINNETT DR @ 4550,33.903095,-84.239558,33.904151,-84.240254,0.083
3035016,BUTTON GWINNETT DR @ 4550,PLEASANTDALE RD @ 4111,33.904151,-84.240254,33.902794,-84.244657,0.269
3037423,PARK AVE @ BUFORD HWY NE,BUFORD HWY NE @ CHESTNUT DR,33.900885,-84.278971,33.900754,-84.276603,0.136
3037424,BUFORD HWY NE @ CHESTNUT DR,BUFORD HWY NE @ LONGMIRE WAY,33.900754,-84.276603,33.905083,-84.271285,0.427
3037425,BUFORD HWY NE @ LONGMIRE WAY,BUFORD HWY @ MCELROY RD,33.905083,-84.271285,33.906925,-84.269007,0.182
3037426,BUFORD HWY NE @ LONGMIRE WAY,BUFORD HWY @ MCELROY RD,33.905083,-84.271285,33.908698,-84.266926,0.353
3037427,BUFORD HWY NE @ LONGMIRE WAY,BUFORD HWY @ MCELROY RD,33.905083,-84.271285,33.909314,-84.266725,0.392
3037428,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.906925,-84.269007,33.906925,-84.269007,0.0
3037429,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.906925,-84.269007,33.908698,-84.266926,0.171
3037430,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.906925,-84.269007,33.909314,-84.266725,0.211
3037431,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.908698,-84.266926,33.906925,-84.269007,0.171
3037432,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.908698,-84.266926,33.908698,-84.266926,0.0
3037433,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.908698,-84.266926,33.909314,-84.266725,0.044
3037434,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.909314,-84.266725,33.906925,-84.269007,0.211
3037435,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.909314,-84.266725,33.908698,-84.266926,0.044
3037436,BUFORD HWY @ MCELROY RD,BUFORD HWY @ MCELROY RD,33.909314,-84.266725,33.909314,-84.266725,0.0
3037437,BUFORD HWY @ MCELROY RD,BUFORD HWY @ OAKCLIFF RD,33.906925,-84.269007,33.911435,-84.264285,0.413
3037438,BUFORD HWY @ MCELROY RD,BUFORD HWY @ OAKCLIFF RD,33.908698,-84.266926,33.911435,-84.264285,0.242
3037439,BUFORD HWY @ MCELROY RD,BUFORD HWY @ OAKCLIFF RD,33.909314,-84.266725,33.911435,-84.264285,0.203
3037440,BUFORD HWY @ OAKCLIFF RD,OAKCLIFF RD @ 3061,33.911435,-84.264285,33.911012,-84.262719,0.094
3037441,OAKCLIFF RD @ 3061,OAKCLIFF RD @ PIN OAK CIR,33.911012,-84.262719,33.906649,-84.254662,0.552
3037442,OAKCLIFF RD @ 3061,OAKCLIFF RD @ PIN OAK CIR,33.911012,-84.262719,33.906577,-84.254553,0.56
3037443,OAKCLIFF RD @ 3061,OAKCLIFF RD @ PIN OAK CIR,33.911012,-84.262719,33.91024,-84.259386,0.198
3037444,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906649,-84.254662,33.906649,-84.254662,0.0
3037445,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906649,-84.254662,33.906577,-84.254553,0.008
3037446,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906649,-84.254662,33.91024,-84.259386,0.367
3037447,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906577,-84.254553,33.906649,-84.254662,0.008
3037448,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906577,-84.254553,33.906577,-84.254553,0.0
3037449,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.906577,-84.254553,33.91024,-84.259386,0.375
3037450,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.91024,-84.259386,33.906649,-84.254662,0.367
3037451,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.91024,-84.259386,33.906577,-84.254553,0.375
3037452,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ PIN OAK CIR,33.91024,-84.259386,33.91024,-84.259386,0.0
3037453,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ 3417,33.906649,-84.254662,33.9046,-84.254462,0.142
3037454,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ 3417,33.906577,-84.254553,33.9046,-84.254462,0.137
3037455,OAKCLIFF RD @ PIN OAK CIR,OAKCLIFF RD @ 3417,33.91024,-84.259386,33.9046,-84.254462,0.481
3037456,OAKCLIFF RD @ 3417,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.9046,-84.254462,33.902764,-84.253336,0.142
3037457,OAKCLIFF RD @ 3417,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,33.9046,-84.254462,33.902578,-84.253097,0.16
3037458,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ NORTHCREST RD,33.902764,-84.253336,33.901131,-84.250629,0.192
3037459,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ NORTHCREST RD,33.902764,-84.253336,33.901066,-84.250867,0.184
3037460,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ NORTHCREST RD,33.902578,-84.253097,33.901131,-84.250629,0.173
3037461,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL ST,OAKCLIFF RD @ NORTHCREST RD,33.902578,-84.253097,33.901066,-84.250867,0.165
3037462,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.901131,-84.250629,33.903369,-84.247966,0.217
3037463,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.901131,-84.250629,33.903477,-84.247966,0.223
3037464,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.901066,-84.250867,33.903369,-84.247966,0.23
3037465,OAKCLIFF RD @ NORTHCREST RD,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,33.901066,-84.250867,33.903477,-84.247966,0.235
3037466,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ PLEASANTDALE RD,33.903369,-84.247966,33.904523,-84.246577,0.113
3037467,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ PLEASANTDALE RD,33.903369,-84.247966,33.904295,-84.247112,0.081
3037468,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ PLEASANTDALE RD,33.903477,-84.247966,33.904523,-84.246577,0.108
3037469,OAKCLIFF RD @ OAKCLIFF INDUSTRIAL CT,OAKCLIFF RD @ PLEASANTDALE RD,33.903477,-84.247966,33.904295,-84.247112,0.075
3037470,OAKCLIFF RD @ PLEASANTDALE RD,PLEASANTDALE RD @ 4126,33.904523,-84.246577,33.902875,-84.244954,0.147
3037471,OAKCLIFF RD @ PLEASANTDALE RD,PLEASANTDALE RD @ 4126,33.904295,-84.247112,33.902875,-84.244954,0.158
3037472,PLEASANTDALE RD @ 4126,PLEASANTDALE RD @ 4000,33.902875,-84.244954,33.899333,-84.243613,0.257
3037473,PLEASANTDALE RD @ 4000,PLEASANTDALE RD @ 3930,33.899333,-84.243613,33.897444,-84.242843,0.138
3037474,PLEASANTDALE RD @ 4000,PLEASANTDALE RD @ 3930,33.899333,-84.243613,33.8955,-84.24067,0.314
3037475,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3930,33.897444,-84.242843,33.897444,-84.242843,0.0
3037476,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3930,33.897444,-84.242843,33.8955,-84.24067,0.183
3037477,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3930,33.8955,-84.24067,33.897444,-84.242843,0.183
3037478,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3930,33.8955,-84.24067,33.8955,-84.24067,0.0
3037479,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3810,33.897444,-84.242843,33.895101,-84.239468,0.252
3037480,PLEASANTDALE RD @ 3930,PLEASANTDALE RD @ 3810,33.8955,-84.24067,33.895101,-84.239468,0.074
3037481,PLEASANTDALE RD @ 3810,PLEASANTDALE RD @ 3772,33.895101,-84.239468,33.89484,-84.23767,0.105
3037482,PLEASANTDALE RD @ 3810,PLEASANTDALE RD @ 3772,33.895101,-84.239468,33.89508,-84.237768,0.098
3037483,PLEASANTDALE RD @ 3772,PLEASANTDALE RD @ 3754,33.89484,-84.23767,33.89466,-84.23679,0.052
3037484,PLEASANTDALE RD @ 3772,PLEASANTDALE RD @ 3754,33.89508,-84.237768,33.89466,-84.23679,0.063
3037485,PLEASANTDALE RD @ 3754,PLEASANTDALE RD @ 3722,33.89466,-84.23679,33.894007,-84.235653,0.079
3037486,PLEASANTDALE RD @ 3754,PLEASANTDALE RD @ 3722,33.89466,-84.23679,33.894144,-84.235455,0.084
